,level_0,index,Unnamed: 0,author_name,author_url,language,profile_photo_url,rating,relative_time_description,text,time,sentiment
86,90,3,3,D Westlake,https://www.google.com/maps/contrib/103721901616106885440/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gj21bBx1jeNqwx_pr0u2hd5V9NPKEdqd5OniAgNlL8=s128-c0x00000000-cc-rp-mo-ba4,4,2 months ago,"Great price, staff that treated each other like family and there was a big Saturday night BBQ going on in parking lot. Very family friendly3",1632701940,Good
87,91,4,4,Amelia Regalado,https://www.google.com/maps/contrib/100082177642853784764/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhEcrwMZWqnS2HzYk8aRcsNdG-jNg9iqgZLJ9VZJA=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,"Love this place! Everyone is super nice and they use very well sources ingredients (ie. Local, organic, etc.). Food is super yummy, too ;)",1627613921,Good
88,92,0,0,Brian Logsdon,https://www.google.com/maps/contrib/112719692786332235858/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiQYsgarGGecs8V_UiX0GGQuEJaEp5nJLYuRJk6=s128-c0x00000000-cc-rp-mo-ba2,5,2 months ago,"First - didn't have to wait to get a table and be served! Super! Second - great food at a great price! Third - great service, so I tipped a bit more! Thoroughly enjoyed the big screen TV's that weren't too loud and were positioned well. Fun atmosphere and deco. What more could you ask for?",1631043653,Good
89,93,1,1,Trenton Thomas,https://www.google.com/maps/contrib/117833540483042433448/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gho1cUkf89H-0ZqhcsRfC1YaeGpeL_4jxkF59YliCQ=s128-c0x00000000-cc-rp-mo-ba5,5,2 months ago,The servers are so nice and the kitchen staff seem generally pleased! The food is delicious and the presentation of it looks professional! It is a little pricey but the experience is well worth it.,1632426025,Good
90,94,2,2,Lexi,https://www.google.com/maps/contrib/103162382561216298508/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gg8J3mZXP4PE6uPg9S3EhaKG4-ADT2i_FwcwyRf=s128-c0x00000000-cc-rp-mo,1,3 months ago,"Haven’t heard amazing things about this place but wanted to give it a try. To start, servers were callous and cold. Really unpleasant experience with both ladies that served us. Appetizer never came out until main meals were served. Sent my mimosa back because the glass was filthy. Not just water stains, actual dirty glass. Veggie burger had a single piece of lettuce. Mimosa and blood mary were mediocre at best. Had to approach the bar several times for different reasons. And to top it all off, the owners replies on these reviews are incredibly surprising. Very unprofessional. Almost vile to read what is being said back to people.",1630351868,Bad
91,95,3,3,Lacy Z,https://www.google.com/maps/contrib/108488781004476669548/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhED728Rw1VwHk-AnM__K3IVmGjuL5KqCvQ_ZxP=s128-c0x00000000-cc-rp-mo-ba3,5,a month ago,"Good food and drinks. Try the calamari, or one of the specials. Everything I've tried has been awesome.",1635299955,Good
92,96,4,4,Stefanie Galfano,https://www.google.com/maps/contrib/103900347193313665820/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwe6xsJH22d6wIwAIcUl5DiOT4Z7wfmN55hs5LK=s128-c0x00000000-cc-rp-mo,5,3 months ago,The watermelon Poke bowl is amazing!! It was so fresh and yummy! We had the sweetest server who was on top of her game and we enjoyed our little lunch family date there.,1630092427,Good
93,98,0,0,Tim Haight,https://www.google.com/maps/contrib/110446736323072263750/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ghql-48nJ-A8USynfjg6uFacuK6MI3U2rNHlq5EYg=s128-c0x00000000-cc-rp-mo-ba4,5,2 months ago,"This is a good JJ’s location. The sandwich was well constructed and service was prompt and courteous. My table was clean and all staff were wearing masks.
I would eat here again.",1632401551,Good
94,99,1,1,River Segar,https://www.google.com/maps/contrib/110529029600257111328/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjode_Ig4cI94avQvNCi1Q9amgSjLcWoidq_aX-=s128-c0x00000000-cc-rp-mo-ba2,5,3 months ago,"This JJ location is stellar! My coworkers and I order from here frequently, and we always get high quality food. Additionally, we also get treated to fun doodles on our sandwiches.",1629147944,Good
95,100,2,2,Michael Smith,https://www.google.com/maps/contrib/116852043995355915274/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgwB3izv93xAbseBYeuLqlUGo9nnSULpSLLhMpdig=s128-c0x00000000-cc-rp-mo,3,6 months ago,"Typical JJ's; decent fast sandwiches; but beware that the local franchise ""does not participate"" in the Promotions that you see advertised so  heavily. Keep that in mind when selecting.",1620929593,Bad
96,101,3,3,Chad Knapp,https://www.google.com/maps/contrib/113901646341699126228/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gh8YRBGFGaBuMBVOgSYTcmUDUfo_4qUT58yeP54uA=s128-c0x00000000-cc-rp-mo-ba3,4,6 months ago,Place is FREAKY FAST...lemme tell you what😂,1620785338,Good
97,102,4,4,Aaron R,https://www.google.com/maps/contrib/102634525736882020713/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjIs3wJm-hl0zHfZaF1uHp7tqAh4s7r8foQHFU_QA=s128-c0x00000000-cc-rp-mo-ba4,4,9 months ago,"Tasty and friendly.
There, you read it; Go get yourself some lunch here!",1613255328,Good
98,103,0,0,Claire MacDonald,https://www.google.com/maps/contrib/101703242698974613611/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjw2JhWLXmyuIDptzmKLHUqNYJLwFyL3YVzg8ue=s128-c0x00000000-cc-rp-mo,5,5 months ago,Loved this bar. The bartender Tabby is wonderful and so quick in a busy bar. Food was also great!,1623687343,Good
99,104,1,1,Bethany Robinson,https://www.google.com/maps/contrib/107173639361017526971/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gi-2pWB0RXhevSfaqud2mDy_-qSAkdNf1YSEJVKYPM=s128-c0x00000000-cc-rp-mo,5,a month ago,Great place and even better people.,1634429708,Good
100,105,2,2,elnewco100,https://www.google.com/maps/contrib/102590719080386410743/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxxoGw-pfcp5aUIbSgvflBfhligegUw1DebAYl6Nw=s128-c0x00000000-cc-rp-mo-ba3,4,3 months ago,"dive bar with interesting people, if that is your thing.",1629942079,Good
101,106,3,3,Paul Sherman,https://www.google.com/maps/contrib/113015298655514403081/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyDBGA-WriVB6RaUxIKNOiyl1qKGoYhUNWemdYz=s128-c0x00000000-cc-rp-mo,4,2 months ago,Great grub🍺😁 friendly people,1631932557,Good
102,107,4,4,Donia Kashkooli,https://www.google.com/maps/contrib/110170509226548472315/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjYisMME2dmCWPcdHi0D8R5vk9oGsUYETdJh8Bv1w=s128-c0x00000000-cc-rp-mo-ba2,5,5 months ago,"Camped out here for three days last time I was in Missoula; I'd been to Charlie's before, but had yet to try the Dino Cafe out...well, I did this time and it was DYNAMITE (catfish po'boy, more specifically). A very animated, very special group of people in here, from the bartenders to the regulars. They made me feel like I was at home as soon as I walked in.",1623346747,Good
103,108,0,0,Wendy Parciak,https://www.google.com/maps/contrib/114775896738526092740/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiJxBZO-dkJeTSHEr9Roq3L1HgUluW90FHFwRZFmg=s128-c0x00000000-cc-rp-mo,5,2 years ago,"I'm so happy to have found Dr. Raveloot to treat my depression and anxiety. For many years, I was skeptical of seeking treatment, but his friendly, compassionate, and highly skilled techniques helped me to change my thinking patterns quite dramatically. I feel as though a whole new way of looking at the world has been revealed to me. Thank you so much!",1550528289,Good
104,109,0,0,Cody Halverson,https://www.google.com/maps/contrib/103937520533262779089/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ghppr66p2cmcKgdB-7LUk_DUsV1-MqhRg9XR2FcTQ=s128-c0x00000000-cc-rp-mo,5,2 years ago,Great company with true Montana values!,1569719158,Good
105,114,0,0,Jesse Franzen,https://www.google.com/maps/contrib/102484457732742485624/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gi_v_UjYk7w6DUcPmvB07QW0GLxz1ohLf8ZfjTw-eg=s128-c0x00000000-cc-rp-mo-ba7,5,2 weeks ago,"Great food! Breakfast sandwich is awesome, as is the breakfast burrito. Fast and friendly service. What more could you want?",1637452827,Good
106,115,1,1,Carson Seeger,https://www.google.com/maps/contrib/115553249755732829877/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjw5L-pLd0c9ZQJNK87P6fXgoRpTsllt24dWqd5dw=s128-c0x00000000-cc-rp-mo-ba3,3,in the last week,Very good. Very expensive. INSANELY small portions.  I will not waste $11 on a six inch meatball sandwich with four total meatballs ever again. Highway robbery,1638555320,Bad
107,116,2,2,John Roske,https://www.google.com/maps/contrib/106306380274521677814/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwvgAzFi2H3QRFYFwHVfJOKRVfVwapZhWejWB_3=s128-c0x00000000-cc-rp-mo,5,a month ago,"Delicious, efficient, balanced, very reasonable pricing, creative foods as well some traditional fares. Loved the atmosphere of team work",1635043934,Good
108,117,3,3,Jackson LaBaugh,https://www.google.com/maps/contrib/113663069177593380450/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxBm-YrfnoHic7MZ2hUzoaMBayeR4DcxBJ5sG0O=s128-c0x00000000-cc-rp-mo,5,9 months ago,"Great bread, great meat, crisp veggies, what more could you want from a sandwich? Service was quick and friendly.",1615485082,Good
109,118,4,4,Dan F,https://www.google.com/maps/contrib/101936001073371319958/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gjxf_rEAhPUZwoIvLT_SRH9qMCGK_1j9vyqyKzsUQ=s128-c0x00000000-cc-rp-mo-ba3,3,8 months ago,"Based on local reviews, I had high hopes for Doc's! I had the Dr. Frankenstein, and my wife had something with pastrami and tomatoes. Service was great, and the sangies came out fast. Alas, nothing special here. Assembly was neat and sterile. Meats were ok, veg were ok, and if you love dijon mustard, this is your place. Unfortunately for us the dijon was overpowering, and my wife disassembled her sandwich to wipe off most of the (copious) dijon. It's a good little shop, but I don't think we will go back, as there are lots of other great options in Missoula.",1616797054,Bad
110,119,0,0,Jonathan Bond,https://www.google.com/maps/contrib/111597700140941287512/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwI1gC2tiWRnyOvhtYc3MlQoY6ogIp9VnfSFvBN=s128-c0x00000000-cc-rp-mo,3,a year ago,"It had a lot of hype from folks in the area, but while the service was great, the food itself simply didn't live up to the rumors.",1598582095,Bad
111,120,1,1,Analicia Schrader,https://www.google.com/maps/contrib/103282929885866710300/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhzaEJIAQAmoAtZ2J9rx9hHK16QHOe3yORfB0HEZA=s128-c0x00000000-cc-rp-mo-ba3,5,3 months ago,"This place exceeded our expectations. We ordered 4 appetizers and 5 entrees and every single item was delicious. We shared everything. The Wisconsin cheddar burger is in the top three of best burgers I’ve ever had. The homemade giant tater tots were out of this world. Fried pickles were on point. The ahi tacos, the Brussels sprouts… everything was so good. The service was great too. Great beer and wine selection. Specialty cocktails. The patio was a fun atmosphere. We all can’t wait to go back.",1630992012,Good
112,121,2,2,Amanda Fleming,https://www.google.com/maps/contrib/111032910458293152728/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gh0nVSbLmhbl20yqRLu1WDLbYSuyCMxYofQE1sKDFs=s128-c0x00000000-cc-rp-mo,1,2 weeks ago,"First and last time ordering to go. Everything we asked for was ignored, toppings, sides, how well done. I was fine with it taking 30 minutes longer, but that was with the expectation the order would be correct.",1637456613,Bad
113,122,3,3,Dianne Peterson,https://www.google.com/maps/contrib/103059578468956610372/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ggbe1JQt1DwPohmQITMBKt-9ffbDook66q0ei5awA=s128-c0x00000000-cc-rp-mo,5,3 months ago,"It was wonderful taking my dearest friend and travel partner to lunch in such a lovely outdoor setting. She is 88 years old and isn't able to get out much. We have traveled the world together and she was just as thrilled having lunch at the Top Hat as she was enjoying an omelet at a sidewalk cafe in Paris.  The food was delicious! She kept looking around and saying ""I don't want to go home!""  We are grateful that the Top Hat has provided outdoor seating where we can feel safe from Covid.  I wish I could remember our waiter's name because he was great!  Thank you for a lovely afternoon! I know these are hard times for businesses but I want you to know you can ... and do ... make a difference!",1630861919,Good
114,123,4,4,Jen Arterbury,https://www.google.com/maps/contrib/111572808443167125233/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgmvvgFU6ed7q9NCGOQUJ_Z8fE3rcTI-jgxzYyhYwQ=s128-c0x00000000-cc-rp-mo-ba5,5,2 months ago,"Amazing, fresh ingredients, perfectly cooked!  we had the Wisconsin burgers, best I have had in a long time.  great fries, and the sauces are original to them fresh and perfect salad, and great service.  will come here anytime we are in town.",1632526138,Good
115,124,0,0,J T,https://www.google.com/maps/contrib/116148287535816664048/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxpcSRjGcYPmYQugUsOUg7PV1LAZs-Fe3tvc8Ni=s128-c0x00000000-cc-rp-mo,4,3 weeks ago,"Delicious! I normally vacation to great falls but the great falls location is awful. Skimpy servings no flavor or just totally wrong orders so when I stopped here in missoula, I saw them making this and I knew it was going to be delicious. Didn't disappoint and actually super filling BUT there was hardly any meat in it so I mostly got full off of rice.",1636828466,Good
116,125,1,1,Kathryn Craig,https://www.google.com/maps/contrib/118153705877542590006/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyAz2F7LXiHsgXbDSr_Eg7IQShL5Z4EWybXWLYf=s128-c0x00000000-cc-rp-mo-ba3,5,3 months ago,Highly recommend! So yummy & fresh. Eat in our easily take it to go. Healthy & filling. Chill vibe,1630358591,Good
117,126,2,2,aspen m nord,https://www.google.com/maps/contrib/107211120020404697768/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gi-xOpKBL9cAyOGnBsDr-nQSWSYmDiQ50cGJ9U7yw=s128-c0x00000000-cc-rp-mo-ba2,5,2 months ago,"one of my favorite places in Zootown
So yummy and quick. Open pretty late too for any people who want something healthy in the evening hours. CHEESE BUNS ARE GOD",1632109139,Good
118,127,3,3,Allison Kromer,https://www.google.com/maps/contrib/100492130317200763435/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgnMEfEte2DhjDvmn_wq7dfVGAuGM2o74vZSSonPA=s128-c0x00000000-cc-rp-mo-ba2,5,a month ago,"Every separate item I added to my massive rice bowl was delicious! Something like $12 total for a large, and a large bowl was enough for two meals. I didn't even add meat, and it was outstanding.  Wanted to try vegan food, but next time we come through town we'll try the BBQ. I wish Spokane had a Five on Black!",1634086102,Good
119,128,4,4,Kathirazhagan Appavoo,https://www.google.com/maps/contrib/115862609008858478858/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgTj8iSzY2hpaJnuIq0DxnJO0TImdKAozkEpriwu5s=s128-c0x00000000-cc-rp-mo-ba4,5,3 months ago,"I was in town for a night and saw good reviews on this one. This place did not disappoint me at all. I took the stew with white rice and spicy coconut and each of us ordered different proteins like fish and chicken. Lovely food, nice trance music allows you to enjoy the food and I would say you must visit this place.",1630361702,Good
120,129,0,0,Jon Black,https://www.google.com/maps/contrib/112568103440792097583/reviews,en,https://lh3.googleusercontent.com/a/AATXAJz7JMOjHQGYY9UNEfStXD56GGH-en4S7gt-AkV8=s128-c0x00000000-cc-rp-mo,5,a week ago,"SUNNY was the BEST Hostess! A great greeting and smile. She was so welcoming and accommodating to our party. She's a keeper! TYLER, our server was absolutely stellar! From start to finish he killed it! Everything we wanted...Tyler was on SPOT. The F&B was delicious and our table really enjoyed everything. We loved the Salmon, Turkey and Spaghetti very much! KUDOS to the kitchen crew. Very well done on a very rough holiday night. Thank you Finn for making our Thanksgiving meal extremely well! 👏 👏 👏 ❤ ❤ ❤ 👏 👏 👏!
Much 💘!",1637887470,Good
121,130,1,1,Sabrina Charlson,https://www.google.com/maps/contrib/111671021360173252379/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgB49G3jmfwNZwiMC8hvdKiVMxyCYqWPx8jIQWW=s128-c0x00000000-cc-rp-mo,5,a month ago,"Has been a couple years since I have eaten here but clearly there are new cooks in the kitchen!! What once was subpar is now extremely well put together! Best salmon I have had since living in Seattle and the ONLY salmon that I have ever had without a single bone in it! Would highly recommend the salmon, but honestly everything that I had was phenomenal. Will definitely go back",1633920764,Good
122,131,2,2,Brian Logsdon,https://www.google.com/maps/contrib/112719692786332235858/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiQYsgarGGecs8V_UiX0GGQuEJaEp5nJLYuRJk6=s128-c0x00000000-cc-rp-mo-ba2,5,2 months ago,Finn's menu might have been reduced by a few items but there was still enough to select fine entrees for a great date night! Wait staff was excellent and the atmosphere was friendly with a great view of the river! Marvelous!,1631043547,Good
123,132,3,3,Angie Dean,https://www.google.com/maps/contrib/107955364176601699173/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyM33QOhMyVXBtmCoDAaStJg_ReRgxwZuir2QFM=s128-c0x00000000-cc-rp-mo-ba4,5,2 months ago,"Food was fabulous.
With most places being short on employees, we sure appreciated the people that came to work while we were there. Great staff!",1632336798,Good
124,133,4,4,Kim Mize-Humphrey,https://www.google.com/maps/contrib/115418417049594748788/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhhwqkE53a20azTUNW28D9Hm6Dk3_J8wQ6ouxpfpBA=s128-c0x00000000-cc-rp-mo-ba3,5,a month ago,"This is now the place to eat, esp in the summer. Great deck, good service and new menu.  So much better than the previous years. Thanks for the improvement,  F &P!",1634837713,Good
125,134,0,0,Kay Lynne,https://www.google.com/maps/contrib/106921521336062464461/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ghvm1iqXDWTcIQYSPRLuVeUP_HsbQdeiCStudYV2g=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,"If you are looking for a high class meal in a swanky place, then this is not the place for you. This is a vintage luxury dive bar. The atmosphere is welcoming, the people are friendly, and the food is greasy. What is on the menu? A burger. Or if ya feeling fancy you can put cheese on it. The patties are delicious and tiny chopped onions are molded into the beef. Flavorful bite. If you're a vegetarian maybe choose another spot. But if you love greasy beef on a toasted bun, then this is your place.",1633135587,Good
126,135,1,1,Kenny McGuffin,https://www.google.com/maps/contrib/101051197590134723817/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjKuHr-VwwuKLORMYIoduNLr1LyAJv4DdkFBZjkDQ=s128-c0x00000000-cc-rp-mo,4,2 months ago,Great little dive bar and great simple burgers with big flavor. Wish they had Cold Smoke on tap. I would have given 5 stars but 1 bar tender charged 2.75 for a beer the other 1 charged 4.00 same beer. All in all great place would definitely reccomend trying it out.,1633609279,Good
127,136,2,2,Mikki Pruett,https://www.google.com/maps/contrib/103265414355167974278/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ggi4YVEX5CXHcHKboMpaV_6GWR4HivxbinG0dt5fQ=s128-c0x00000000-cc-rp-mo-ba3,5,a week ago,Good burgers for only having pickles on it. Good priced and yummy burgers! They didn't have the beer I wanted but not everyone carries it!,1638140669,Good
128,137,3,3,Jeff Knutson,https://www.google.com/maps/contrib/107881759475759525095/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhOPAv2cjdd8xaB2Go2kEe_4kUO6wvnojca8etxyA=s128-c0x00000000-cc-rp-mo-ba4,5,3 months ago,"Cold beer, hot burgers, great bartenders, Missoula sports history, salt of the earth customers. A locals bar without pretense. If that doesn't appeal to you, take your weak rear end to a fern bar somewhere. The folks at the Mo Club will be glad you did.",1629945231,Good
129,138,4,4,Zach Hoynes,https://www.google.com/maps/contrib/111761279769610421292/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GjoZLEayha3lSSbnBkHDm_Kd1sBkQkIi4-nBBkiJg=s128-c0x00000000-cc-rp-mo,5,a month ago,"Had a great experience here. Nice atmosphere, good prices, delicious burgers, and friendly staff!",1635226435,Good
130,139,0,0,Miya Ensley,https://www.google.com/maps/contrib/103712028061822913321/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gif2_y25e5Glnvg3BQFCV3gzQQjE0XCC642kQt5Pro=s128-c0x00000000-cc-rp-mo,5,in the last week,My boyfriend and I love breakfast. This place was reasonably price and our food was great! Our waitress was running around crazy but always made it back to our table. Only complaint was to much gravy!! Will definitely go back.,1638641390,Good
131,140,1,1,Deanna Smith,https://www.google.com/maps/contrib/113274588460415603270/reviews,en,https://lh3.googleusercontent.com/a/AATXAJxuJU21_BMJBvL-s8e5SSvK1fNRy44E3LLVQs9a=s128-c0x00000000-cc-rp-mo-ba4,4,2 months ago,"Have always loved 4B’s. Have mixed things to say about this one. Have been there a couple times for breakfast on a weekday. Place wasn’t busy at all. Food came out just lukewarm which was a disappointment. Waitress was very nice. I’ll always be back. Also wish the hours were longer like they were when they first opened. I understand about staff and the virus, a town this size should have more than 1 or 2 places to eat after 10pm.",1632894863,Good
132,141,2,2,Void to Form,https://www.google.com/maps/contrib/101101409522345165442/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgiLwUspe-dVR_8ObAsZZDLUv_28N2F-wHBDNmX=s128-c0x00000000-cc-rp-mo,1,a month ago,"It was terrible, I ordered steak and eggs, eggs over medium, steak medium. My eggs where white and runny, and my steak was just about straight up raw, I tried to eat it but couldn't. So I sat with it so I could send it back, the waitress never came back to our table. My wife had a glass of water, which she drank and put at the edge of the table hoping for more, I ended up giving her my glass, which she also finished and we set that one at the edge of the table too, never got refilled after about 10 minutes I was curious and set a timer, but I never got to find out how long it would take because after we finished eating, well, not the steak, we waited 20 minutes with empty plates waiting for our ticket so we could pay and leave, we gave up and went up to the front to pay so we could go.
I am pretty mad that I paid for steak and eggs and only got less food that was edible than the 7.50 breakfast special.",1635700769,Bad
133,142,3,3,Tim Mitchell,https://www.google.com/maps/contrib/115364290537207523553/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwvuGygPLhSWrAYUs8JuNkfcUm-HLcKJerLYCdA=s128-c0x00000000-cc-rp-mo-ba2,5,a month ago,Best breakfast in town. Nice restaurant with beautiful scenery. Service and food were great.,1635692692,Good
134,143,4,4,Yvonne Stewart,https://www.google.com/maps/contrib/110674268451122373843/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Ggm8iHqoq3-7zzbnpq5u7v5sKBNeB6tFTjXd_B9wA=s128-c0x00000000-cc-rp-mo,4,2 months ago,Staff shortage is a problem.   Food is good  and consistent. Would be nice if they could stay open longer during weekends.   Understand  because of lack of help.,1631142140,Good
135,144,0,0,Tim Mitchell,https://www.google.com/maps/contrib/115364290537207523553/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwvuGygPLhSWrAYUs8JuNkfcUm-HLcKJerLYCdA=s128-c0x00000000-cc-rp-mo-ba2,5,a month ago,"I had the New York strip, it was truly one of the best steaks I have ever eaten. Would of preferred baked potato to the mashed potatoes but the mashed potatoes were excellent.  The staff was very friendly and attentive. Would definitely recommend this restaurant.",1635716110,Good
136,145,1,1,Ilana McCloud,https://www.google.com/maps/contrib/105634801214912265807/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GgG6CWJnrUuL3WlrZV3zbrXvDBV1PxMheVRzSNH8A=s128-c0x00000000-cc-rp-mo,5,2 months ago,"By far the BEST fine dining establishment in town!! My husband and I keep going back for more and every experience there makes me do the happy dance. 🤗💃🏽 The cocktails are divine and the bartenders can whip up something unique at a moments notice. Also, I know I can depend on my server to recommend a stellar wine pairing for my meal. The steak is sourced from a local ranch and always cooked to perfection. I’m so, so happy we have this gem in Missoula!",1632614258,Good
137,146,2,2,Levi Bessette,https://www.google.com/maps/contrib/112349737280651762242/reviews,en,https://lh3.googleusercontent.com/a-/AOh14Gh-UCUg5oT-C-ahA4iY2gw6k186Lx6psziU2j0-azg=s128-c0x00000000-cc-rp-mo-ba6,3,2 weeks ago,"Surprised that beverages were left empty for so long prior to being refilled or noticed, as the restaurant wasn't busy whatsoever, also 6 of us were packed around one of the smaller, round tables and it was near impossible to eat without knocking things about, or trying to rearrange so we could make room to eat, we were left stacking dishes and trying to find space to converse not to mention eat. The staff was kind.  Not what one would expect for ~700 bill.",1637243784,Bad
138,147,3,3,Mikayla Duvenick,https://www.google.com/maps/contrib/100455253700190579086/reviews,en,https://lh3.googleusercontent.com/a/AATXAJwOGT9vZdmMr8525vrlSudYO4W_F9R_HM79Pr4u=s128-c0x00000000-cc-rp-mo,3,3 months ago,"They had this amazing Bacon bite appetizer but they got rid of it. It was the only reason I would go there. So, I feel they lost a star because of that.",1630721638,Bad
139,148,4,4,Kim Mize-Humphrey,https://www.google.com/maps/contrib/115418417049594748788/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhhwqkE53a20azTUNW28D9Hm6Dk3_J8wQ6ouxpfpBA=s128-c0x00000000-cc-rp-mo-ba3,4,in the last week,"Food has always been pretty good here for Missoula, we like this place, but we stopped in for cocktails the other day and my martini was practically warm...but the truffle fries were excellent!",1638643357,Good
140,149,0,0,Renata Cayton,https://www.google.com/maps/contrib/111730938194876066435/reviews,en,https://lh3.googleusercontent.com/a/AATXAJyRfD_iPyryeIvLlFQC6Bf092EcVX5-ZD0PNMc=s128-c0x00000000-cc-rp-mo-ba5,5,2 months ago,"Best tacos ever!! Loved the Lengua and roasted mushrooms!! So much flavor and the texture of each dish, it was like a party in my mouth. The downstairs had an inviting atmosphere stuffed with a giant selection of arcade games. Definitely a place you could hang out for hours!",1632583472,Good
141,150,1,1,Jon Taylor,https://www.google.com/maps/contrib/114983149433266357714/reviews,en,https://lh3.googleusercontent.com/a/AATXAJzO1AsuovRLYO1GJySGkUF_frUA-AcAbqEKoZmH=s128-c0x00000000-cc-rp-mo,5,3 weeks ago,Awesome brews and great atmosphere. Doesn't hurt that it is only a few blocks from my home. Would recommend to anyone.....,1636747945,Good
142,151,2,2,Kayla Blackman,https://www.google.com/maps/contrib/109896057385762451177/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GiUfSa7O_da-0cFUSresC1xwQgDmjx7DZp_F7vAfg=s128-c0x00000000-cc-rp-mo,5,2 months ago,Wonderful food that rotates seasonally and always tastes amazing. Great community gathering space that hosts Monday fundraising and has a cool arcade space in the basement. Perfect location to eat after a day on the river or before a movie night at the Roxy.,1631495806,Good
143,152,3,3,Cody Herbert,https://www.google.com/maps/contrib/112515681949795334672/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GirRIcKtvp1Kr7_CZZ_eCqfA98lMy2xKfG2CruN=s128-c0x00000000-cc-rp-mo,5,in the last week,Best Mexican in Missoula that I've tried so far. That's considering price and portions. Tacos contain 3 times the meat as the Camino and they're cheaper. Highly recommend. San Diego local speaking.,1638771035,Good
144,153,4,4,JJ Galasso,https://www.google.com/maps/contrib/115941973886549270751/reviews,en,https://lh3.googleusercontent.com/a/AATXAJy4swSlK1lt-yIpi2h1gYVY044XJHclwrczTlSu=s128-c0x00000000-cc-rp-mo,5,a month ago,Missoula’s only dog friendly (at least outside) brewery. Great beers. Great food. Great service. Excellent vegan options.,1633840017,Good
145,154,0,0,Dianna,https://www.google.com/maps/contrib/107247170661107507722/reviews,en,https://lh3.googleusercontent.com/a-/AOh14GhsSAOni4q2Pnk9NXxcmFxXXus4nkS6bnzbdNhvabI=s128-c0x00000000-cc-rp-mo-ba4,5,2 months ago,Front street pizza is the absolute best. The Luciano and the Gabrielle are so good. Super nice people working there as well.  Do yourself a favor and try them out. You'll be very pleased.,1633144677,Good
